y1,y2,y3,y4,y5,y6,y7,y8,y9,y10
1.002139887,0.992005374,0.984989701,0.996032888,0.984533154,0.985537337,0.992266803,0.988144294,0.992043428,0.989803826
1.00284682,1.004369992,0.994261165,0.998008476,1.022236807,1.00387404,0.99245004,0.993078264,1.001078795,0.993738906
1.004968238,1.004178349,1.003392999,1.024800494,1.017857465,0.998362547,1.041963168,1.006969981,1.007589926,0.998373793
0.992584686,0.995765393,0.984880289,1.001668996,1.002764185,0.987817962,0.993405587,0.961698104,0.986980481,0.984323998
0.992584686,0.995765393,0.984880289,1.001668996,1.002764185,0.987817962,0.993405587,0.961698104,0.986980481,0.984323998
1.004980528,0.998828936,1.017206634,1.016939703,1.023857501,1.005810526,1.018729277,0.995681188,0.999151567,1.008893757
1.004980528,0.998828936,1.017206634,1.016939703,1.023857501,1.005810526,1.018729277,0.995681188,0.999151567,1.008893757
0.996814272,0.999173176,0.993288057,1.024849831,1.002589098,1.000353661,0.988829427,1.004819352,0.993681657,0.99467
1.008459904,0.989447616,1.004485468,0.992924541,1.023564864,0.995939557,1.020159414,1.003360608,1.011427668,0.993510644
1,1.008814027,0.981687836,1.159408838,0.998048813,0.993011117,0.996783102,0.996650648,0.99568664,1.007795984
1.006640691,1.014790518,1.006536502,1.009333004,1.039976741,0.986392992,1.010834426,1.01872323,1.009323287,1.009408567
0.991666486,0.99158711,0.983708004,0.926928308,0.985056242,1.00321101,0.9965793,0.99905779,0.992069262,0.976448232
0.991666486,0.99158711,0.983708004,0.926928308,0.985056242,1.00321101,0.9965793,0.99905779,0.992069262,0.976448232
1.001400804,0.986194452,1.000193069,1.022141138,1.010208812,1.00699372,1.011670442,1.000474634,0.993652006,1.01366059
1.035677065,1.003613593,1.008457226,0.968204663,0.992387863,1.005302536,1.008677717,1.019446197,0.999522356,1.002058195
1.022627353,1.016112646,1.01390055,1.033580166,1.037871694,1.006994515,1.011999154,1.023843108,1.013287185,1.011709247
1.022627353,1.016112646,1.01390055,1.033580166,1.037871694,1.006994515,1.011999154,1.023843108,1.013287185,1.011709247
0.955746329,1.000265756,1.019186514,1.041328318,0.999722846,1.008084908,1.011409358,1.010247209,1.004339702,1.001218058
0.99516756,0.986374528,0.981860928,0.996929165,0.987280246,0.997698499,0.991607834,0.974952849,0.989009707,0.964941313
0.998612474,0.978723728,0.970157055,1.033443333,0.981907611,0.993424766,0.990200391,0.997576296,0.987980892,0.996793922
0.998612474,0.978723728,0.970157055,1.033443333,0.981907611,0.993424766,0.990200391,0.997576296,0.987980892,0.996793922
1.034039761,1.044339365,1.003469284,1.018309552,1.036478563,1.021365413,1.006297854,0.994168769,0.917210106,1.012650038
1.034039761,1.044339365,1.003469284,1.018309552,1.036478563,1.021365413,1.006297854,0.994168769,0.917210106,1.012650038
1.035605862,1.000300041,1.012407804,1.04934143,1.018315736,0.988404162,0.995306149,1.006354153,0.988578465,1.002541031
1.035605862,1.000300041,1.012407804,1.04934143,1.018315736,0.988404162,0.995306149,1.006354153,0.988578465,1.002541031
0.992539824,1.009736152,1.020299748,1.016337872,0.994180884,1.014262323,1.007635306,1.015541683,1.020124957,1.017317758
1.037908599,1.006869721,0.99955377,0.988629756,0.930560522,1.030052418,0.995542662,0.975131712,1.000521492,1.011418096
1.005667377,0.994652387,1.022025413,1.031132179,1.035547571,1.009247976,1.008506852,1.01226054,1.01168468,1.005746505
0.995303789,0.990507978,0.927593795,0.984615399,0.997423106,1.012872246,0.996892355,1.001453311,1.001855879,0.997551454
1.025794558,1.022010926,0.980102824,1.073046891,0.984221961,0.989768771,1.003340047,1.014997536,1.02490851,1.000818285
1.007763529,1.018717754,0.99097075,1.090742418,0.984504126,1.00480079,0.988938595,0.999039803,0.991541139,1.012823188
0.986962731,0.994985762,1.007860168,0.932941226,0.996470462,1.006369958,0.98085603,0.979336461,1.00419091,1.019924983
1.02225617,1.010905622,1.014441797,0.948063851,1.014283354,1.01424634,1.009860131,1,1.003654698,1.011274177
1.009543586,1.032454097,0.993403643,1.019221509,0.995182591,1.00946813,1.023387801,0.997178997,1.000541353,1.017121508
0.993443475,0.998282915,1.004595867,0.973871403,1.020160118,1.000303677,0.993903806,1.002505123,1.005057506,1.013960831
0.993113338,0.980649858,0.978055488,0.996004127,1.002782141,0.991696294,0.980690543,0.972095102,0.992044514,1.011504887
0.993113338,0.980649858,0.978055488,0.996004127,1.002782141,0.991696294,0.980690543,0.972095102,0.992044514,1.011504887
0.986709399,0.99254568,0.995588712,1.062929824,1.010427633,1.018584979,0.990734359,1.007283587,0.995989972,0.994778877
0.986709399,0.99254568,0.995588712,1.062929824,1.010427633,1.018584979,0.990734359,1.007283587,0.995989972,0.994778877
1.003513678,0.989272701,0.999770798,1.046910431,1.002745516,1.002505927,0.992050499,1.000850205,0.997865574,1.005810934
1.003513678,0.989272701,0.999770798,1.046910431,1.002745516,1.002505927,0.992050499,1.000850205,0.997865574,1.005810934
1.021885136,1.009103179,1.02120426,1.136485351,1.002738272,1.001099801,1.01131274,1.015300109,1.010013824,1.017517592
1.021885136,1.009103179,1.02120426,1.136485351,1.002738272,1.001099801,1.01131274,1.015300109,1.010013824,1.017517592
0.996002406,0.985293964,0.993415369,0.948336835,0.982956717,0.989811493,0.992775545,1.009627424,1.00067394,1.001281913
0.996002406,0.985293964,0.993415369,0.948336835,0.982956717,0.989811493,0.992775545,1.009627424,1.00067394,1.001281913
1.004300192,1.002821574,1.004895909,1.003058357,1.007951093,1.014633168,1.013849769,1.010364741,1.006926003,1.01737703
0.996288874,1.000528261,1.008882041,0.931491199,0.955426732,0.984881344,0.993517046,0.989741585,0.993598922,0.981481434
1.019770828,0.995879302,0.991381859,0.947115364,0.986073573,1.017370515,1.012817507,1.010779824,1.004470973,0.99816813
1.019770828,0.995879302,0.991381859,0.947115364,0.986073573,1.017370515,1.012817507,1.010779824,1.004470973,0.99816813
0.983141352,0.990168649,0.995578536,1.024300722,0.981438886,0.988782954,1.021398995,0.999179308,0.986791015,0.991741815
0.983141352,0.990168649,0.995578536,1.024300722,0.981438886,0.988782954,1.021398995,0.999179308,0.986791015,0.991741815
0.993998241,1.000698388,1.005532531,1.005588306,0.972350313,0.988756176,0.987609839,0.998358096,0.983268084,0.981310119
1.020308956,1.017452347,1.033752727,1.048176768,1.013539555,1.027365676,1.012623347,0.997556102,1.012512122,1.01439252
0.994393117,1.011924099,1.015169577,0.98049781,0.994939712,0.997560803,0.999320064,0.994691726,0.993554746,1.00165808
0.994393117,1.011924099,1.015169577,0.98049781,0.994939712,0.997560803,0.999320064,0.994691726,0.993554746,1.00165808
0.982238634,0.988306273,0.977621244,0.94422783,0.996134809,0.995207478,0.977999519,0.988095161,0.994927032,0.983995821
0.990783512,0.997765093,0.993473284,1.021592982,0.988935422,0.996769653,0.989376464,0.989322206,0.992295558,0.980801346
1.017441774,1.012810879,1.014854542,1.018943224,1.017039223,1.011784329,1.012838451,1.025321875,1.004154103,1.013551463
0.999428598,1.016214403,1.013306511,1.011643785,1.024425031,1.010191071,0.999308625,1.004858317,1.009013285,1.004828276
0.988850771,1.000066619,0.987223147,1.012477093,0.977142809,0.98241738,1.055811765,0.994359435,0.985698234,0.989650654
0.968199134,0.982302219,0.983031344,0.961501642,0.970760074,0.974474562,0.980777692,0.99027539,0.977270337,0.980018848
0.99343064,0.995693686,0.999707452,0.989071072,1.020772842,1.003412307,0.997104653,1.00163653,0.990423162,0.990091084
1.013525956,0.987354236,0.98994002,1.019487719,0.978225538,0.97869578,0.973866384,0.982843278,0.990176957,0.979984676
0.998516934,0.995872598,1.005469081,1.008966361,1.002496178,1.008379895,1.017660562,0.997921819,1.007440016,1.022781202
0.998516934,0.995872598,1.005469081,1.008966361,1.002496178,1.008379895,1.017660562,0.997921819,1.007440016,1.022781202
1.020196294,1.008600786,1.020140407,1.032421854,1.033409651,1.021080474,1.029524485,1.015826623,0.999385016,1.008064583
1.002062367,1.004669585,1.001057367,0.978102238,0.997397523,1.013994498,1.008472722,1.011102034,1.00913852,0.999431901
1.00588075,1.007964544,1.006513378,1.042086051,1.019100403,1.012732008,1.012494654,0.999186608,1.008693457,1.023119225
1.003507583,1.012982754,1.016475468,1.01265721,1.005530662,1.001631489,0.992127682,1.002441959,1.000256192,1.013150821
1.000582884,1.000165725,1.003234793,1.015130336,1.001527769,1.002970167,1.013510556,1.021518617,0.981126515,1.003473605
1.000582884,1.000165725,1.003234793,1.015130336,1.001527769,1.002970167,1.013510556,1.021518617,0.981126515,1.003473605
1.010189346,1.000828557,1.00274414,0.990441472,1.037933404,1.007833482,0.99978844,1.009936213,1.004966034,0.998906888
1.010189346,1.000828557,1.00274414,0.990441472,1.037933404,1.007833482,0.99978844,1.009936213,1.004966034,0.998906888
1.028529968,1.015728603,1.025074396,1.027316564,1.011757692,1.013080297,1.015661411,1.018103216,1.002861074,1.005653632
1.028529968,1.015728603,1.025074396,1.027316564,1.011757692,1.013080297,1.015661411,1.018103216,1.002861074,1.005653632
0.999439454,1.002999277,1.026329826,1.034153324,1.00978129,0.953125336,1.008335022,1.002705579,0.996213354,0.996917213
0.999439454,1.002999277,1.026329826,1.034153324,1.00978129,0.953125336,1.008335022,1.002705579,0.996213354,0.996917213
1.014017494,1.001830941,0.99681354,0.979676679,1.001726393,1.037204038,0.994420325,0.999614518,1.010048445,0.998544609
1.002764782,0.994506269,1.000978592,0.85690711,0.996170234,0.986466084,0.986907787,0.991515929,0.999226799,1.002186136
0.985387428,0.998847366,1.005930824,1.102705173,1.002498664,1.005372806,1.011581369,1.000388833,1.003611259,1.004726516
0.991605991,0.991432159,0.985163102,0.989854491,1.004409844,1.027101801,1.00312235,1.005443106,1.017681627,1.019902282
0.886004514,0.984539002,1.003682925,1.005460853,1.044096945,0.993774917,0.997509879,0.998453398,0.977524242,0.996274299
0.886004514,0.984539002,1.003682925,1.005460853,1.044096945,0.993774917,0.997509879,0.998453398,0.977524242,0.996274299
1.019426858,1.0157261,0.994266581,1.022977909,0.995977811,0.999064995,1.00436861,0.996126973,1.002841886,1.00712259
1.019426858,1.0157261,0.994266581,1.022977909,0.995977811,0.999064995,1.00436861,0.996126973,1.002841886,1.00712259
0.994064278,0.992423395,0.992025877,1.00253207,0.978613897,1.008702958,0.995650392,0.993779141,1.004585099,1.001944982
0.982165255,0.983165295,1.014919417,1.019474076,1.027298208,0.997662522,0.99979083,0.996482917,1.003102221,0.99770439
1.007327339,0.997352705,1.02837838,1.042879065,1.000821981,0.98969073,0.996861236,1,1.000659475,0.992035189
0.999686328,0.99644183,0.996064962,1.019280451,0.973830693,0.99404142,0.998310772,0.996883512,0.995051629,1.007229171
0.994660698,1.018552549,1.014441255,1.009457838,1.010158108,1.015223631,1.008883291,1.011723123,1.003947386,1.014534154
0.994660698,1.018552549,1.014441255,1.009457838,1.010158108,1.015223631,1.008883291,1.011723123,1.003947386,1.014534154
1.006946456,1.002598929,0.995549312,1.018074502,0.996983292,1.0112463,0.99475891,1.01158738,0.996680977,0.999115971
1.006946456,1.002598929,0.995549312,1.018074502,0.996983292,1.0112463,0.99475891,1.01158738,0.996680977,0.999115971
0.994041941,0.998268173,0.989415253,1.048405812,0.985054235,0.996293063,1.003793473,1.0045823,1.001741898,0.99309593
0.994041941,0.998268173,0.989415253,1.048405812,0.985054235,0.996293063,1.003793473,1.0045823,1.001741898,0.99309593
0.996214687,0.990685108,0.999202626,0.982513115,0.979428236,0.995720852,0.994961124,0.996198724,0.976930896,0.989126763
0.994223299,0.997479505,1.005139664,0.996872597,0.993205108,0.995181367,0.993054135,0.992003045,0.999414825,0.994346015
1.005198743,0.994496915,0.998082513,0.963267956,0.987047269,0.989651338,1.000423918,1.011132449,1.006761459,0.992112982
1.005198743,0.994496915,0.998082513,0.963267956,0.987047269,0.989651338,1.000423918,1.011132449,1.006761459,0.992112982
0.987438785,0.995189193,0.990832139,0.986768917,0.996765716,1.019090623,0.998728784,0.999240649,0.996456828,1.003697449
1.003723206,0.987018411,0.991053557,0.958261683,0.993016041,0.980514032,0.993635994,1.002279405,0.995276682,0.997421454
0.98268935,0.988330789,0.983284087,1.002224465,0.991748112,0.986271287,0.979291178,0.927976011,0.990721459,0.984117825
0.98268935,0.988330789,0.983284087,1.002224465,0.991748112,0.986271287,0.979291178,0.927976011,0.990721459,0.984117825
1.000314402,0.996801068,0.994240269,1.016682165,0.991962742,1.007203052,0.989753708,0.991421363,0.997577725,1
1.007326911,0.99973431,1.005322703,1.032298166,1.010816408,0.999140609,1.004009809,1.002060447,1.001791582,1.005595146
0.999683836,1.004517997,0.991222303,0.988501141,0.991003741,0.993118271,1.001553133,0.989720286,1.001624915,0.990598595
0.999683836,1.004517997,0.991222303,0.988501141,0.991003741,0.993118271,1.001553133,0.989720286,1.001624915,0.990598595
1.024675623,1.00503838,1.01813258,1.062491531,1.015671605,1.011837118,1.011962803,0.997507418,1.00178517,1.011233548
1.016050583,1.008107966,1.008523324,0.997656981,0.996886565,1.016074213,1.00878545,1,1.002635165,1.002372421
0.99552915,0.990028365,0.989435836,1.017704366,1.000734721,0.990374612,0.996080986,0.994030098,0.997974071,0.996647336
0.978670127,1.013075582,1.016759043,1.009944429,1.018106565,1.012951081,1.022885772,1.012351058,0.995488002,1.014472791
1.000961548,1.009097885,1.001566528,0.995955911,0.999203619,1.002631926,0.995738317,0.996634508,1.005569912,1.004626932
1.016372263,1.009629638,1.013012919,0.962448297,1.005945327,1.010558917,1.008107554,1.015711599,1.010654148,1.005707483
1.023057406,1.000698142,1.002168717,1.035283102,0.99543293,1.009142611,1.016296306,1.010033476,1.008757148,1.015323556
1.023057406,1.000698142,1.002168717,1.035283102,0.99543293,1.009142611,1.016296306,1.010033476,1.008757148,1.015323556
1.010805935,1.008462083,0.997602923,0.982869516,1.007286759,1.009799412,1.003748444,1.009106247,1.021973005,0.992360843
0.998472847,0.996507454,0.997396842,1.008622845,1.013307129,1.005218303,0.988381714,0.996308054,1.000156653,0.98084864
1.010400607,0.995532188,0.996854719,1.003698589,1.014101795,1.013934542,1.002518869,1.001235209,1.007549926,1.006699983
1.010400607,0.995532188,0.996854719,1.003698589,1.014101795,1.013934542,1.002518869,1.001235209,1.007549926,1.006699983
0.993036746,0.998526518,0.99375675,1.006282475,1.018425426,1.038983314,1.007956472,1.00246737,1.005099992,1.010458394
1.003963362,0.998141435,1.027393059,0.997898802,0.987625846,1.012449123,1,0.999589442,0.994874644,0.999058862
1.011843079,1.019421975,1.02584079,0.999939875,1.01546687,1.01101524,1.092231045,1.017644625,1.011760803,1.006027534
1.011843079,1.019421975,1.02584079,0.999939875,1.01546687,1.01101524,1.092231045,1.017644625,1.011760803,1.006027534
1.009604164,0.994542353,1.000096153,1.070388647,0.997107067,1.005405276,0.986496712,0.992338761,0.994702278,0.987642843
0.974732437,1.00525385,1.013715356,1.030744205,0.997183573,0.979754952,1.008482793,0.995936649,0.982573996,1.000947545
0.998475107,0.981607976,0.984668376,0.987567445,0.984595908,1.007545172,0.99025039,0.990207843,1.005104713,0.974621237
0.998475107,0.981607976,0.984668376,0.987567445,0.984595908,1.007545172,0.99025039,0.990207843,1.005104713,0.974621237
0.991142155,1.000383521,1.00847539,1.006736223,0.997653261,1.0126797,0.992664072,0.994643601,0.994659432,0.977846991
0.991142155,1.000383521,1.00847539,1.006736223,0.997653261,1.0126797,0.992664072,0.994643601,0.994659432,0.977846991
1.001849225,0.989163762,0.995288552,1.015960093,0.979961544,0.995882293,1.008751474,1.012013581,0.997368016,1.027424722
1.001849225,0.989163762,0.995288552,1.015960093,0.979961544,0.995882293,1.008751474,1.012013581,0.997368016,1.027424722
1.007997364,1.001071598,1.017495631,1.018354575,1.003289437,1.007341187,1.004434154,0.972983903,1.003958514,1.00367498
1.015257896,0.997973038,0.993367269,1.011980483,1.003012649,0.994639021,0.998656436,0.981489108,0.982651511,1.006744894
1.000300484,0.999452312,0.989335784,1.012938698,0.988780189,0.989556846,0.998270226,1.004286502,0.990691118,0.989471442
1.000300484,0.999452312,0.989335784,1.012938698,0.988780189,0.989556846,0.998270226,1.004286502,0.990691118,0.989471442
1.009014581,1.012661087,1.026580133,0.998086536,1.023766754,1.002127875,1.009433995,0.999140251,1.006480414,1.005223624
0.998230982,0.986598932,0.982059877,0.957778394,0.98284109,0.977936225,0.987577652,0.986707429,0.994052938,0.997119956
1.000590629,0.995730997,1.013597646,1.044255971,1.016108366,1.017007686,1.013561293,1.000434653,1.001305524,1.014054714
0.982880674,0.992422811,0.971759056,1.011548217,0.976175935,0.995648734,0.985456661,0.994352617,0.98864742,0.984051837
0.99129152,0.986058158,0.978066629,0.954443673,0.977681115,0.989287698,0.975600199,0.989078017,0.981923966,0.981478019
0.99129152,0.986058158,0.978066629,0.954443673,0.977681115,0.989287698,0.975600199,0.989078017,0.981923966,0.981478019
1.001817581,1.002565403,0.983510866,0.9659475,0.986265842,0.991597539,0.997377954,0.99381629,1.014547877,0.997640575
1.010959602,1.004319047,1.018743667,1.033366194,1.008824758,0.992262285,1.019933564,1.011734004,1.007522987,0.999809459
1.009376031,1.004724849,0.999388819,1.00570785,1.006222379,1.012544517,1.008430781,1.00257703,1.004351064,1.003808887
1.009376031,1.004724849,0.999388819,1.00570785,1.006222379,1.012544517,1.008430781,1.00257703,1.004351064,1.003808887
1.001161223,1.006734289,0.986160273,1.023480913,0.998745302,0.989285073,0.986699587,0.993144627,0.987644959,0.992411587
1.000858068,0.991981506,0.992429984,0.941112327,0.988861773,0.991429938,1.008550271,0.99869331,0.994705689,0.999447824
0.988282165,1.003687801,1.018686454,0.993858581,1.022615336,1.008314966,1.001695485,0.987788777,1.012206468,0.98802264
0.976287045,1.024240271,0.982618545,0.958960091,0.995353125,1.053396585,0.997931224,0.982781413,1.004572377,0.98377477
0.998815243,0.994318477,1.016678969,1.05258357,1.004581815,0.99968967,1.021673533,1.00494205,1.011549002,0.994881202
0.998815243,0.994318477,1.016678969,1.05258357,1.004581815,0.99968967,1.021673533,1.00494205,1.011549002,0.994881202
1.059608191,0.989907863,1.093856295,0.979844013,1.001033169,1.017134443,0.99262133,1.004023015,0.994657244,1.005526049
0.998594286,1.020926079,1.012675858,1.009885866,0.999493364,0.998305831,1.017244582,1.012416446,1.026896046,1.000948898
1.000563026,0.99438356,0.995533533,0.968079251,0.988247109,1.000154296,0.986146516,0.994743694,0.989182807,0.997535022
1.019477527,0.995526845,1.000418113,1.009189457,0.981753204,1.005874069,0.989167747,1.021700715,0.986575597,0.998270332
1.04203047,1.001204118,0.992448942,0.854929042,0.984280148,1.000037562,1.001642638,1.009102893,1.01294546,1.002887343
1.04203047,1.001204118,0.992448942,0.854929042,0.984280148,1.000037562,1.001642638,1.009102893,1.01294546,1.002887343
0.982189431,0.985529206,0.964568448,0.924649383,0.979705159,0.98812841,0.968841056,0.992697349,1.004520104,0.991362817
1.007466602,1.008016256,1.019647202,0.986978596,1.019634409,1.015055989,1.031408727,1.017308409,0.999944744,1.044724298
0.994971389,0.994645838,1.011618324,1.048930786,0.999646628,0.992808154,1.024434722,0.997447864,1.01605601,1.002594244
0.994971389,0.994645838,1.011618324,1.048930786,0.999646628,0.992808154,1.024434722,0.997447864,1.01605601,1.002594244
0.993880853,1.001177501,0.986314109,0.952315099,1.000088756,0.998491022,1.00106802,1.011940549,1.00103932,0.997597089
0.993880853,1.001177501,0.986314109,0.952315099,1.000088756,0.998491022,1.00106802,1.011940549,1.00103932,0.997597089
1.021413575,1.020449153,1.019140061,1.006531216,1.007275658,1.00634792,1.023292986,1.011377876,1.002621997,1.003149851
0.99633124,1.002673136,1.031385099,0.992069239,1.016559266,1.014417518,0.993397027,0.890416645,0.992699343,1.004802449
0.995265958,0.998386871,1.004817587,0.984374989,0.9962741,1.007328629,1.00314851,1.007955463,1.0053786,1.008639654
0.995265958,0.998386871,1.004817587,0.984374989,0.9962741,1.007328629,1.00314851,1.007955463,1.0053786,1.008639654
0.983086479,0.998055313,0.991900756,0.897600585,1.009131846,1.016754613,0.986922406,0.988393263,1.006987577,1.015855689
1.009254322,0.997181047,0.993505795,0.960504391,1.000866345,0.966929248,1.003048201,0.991129736,0.999676092,0.999109315
1.008630148,1.011503378,1.017513813,1.008174385,0.971357004,1.003624193,1.005184142,1.011304777,0.994276461,1.019964504
1.008630148,1.011503378,1.017513813,1.008174385,0.971357004,1.003624193,1.005184142,1.011304777,0.994276461,1.019964504
1.004544877,0.997891877,1.009189004,0.994103153,1.006948599,1.022869218,1.003201144,0.999534517,0.98463026,1.004194249
1.004544877,0.997891877,1.009189004,0.994103153,1.006948599,1.022869218,1.003201144,0.999534517,0.98463026,1.004194249
1.001863436,1.013606005,1.01163016,0.99555117,1.008228104,0.978156867,1.009572787,0.991146272,0.986983142,1.003306603
1.001863436,1.013606005,1.01163016,0.99555117,1.008228104,0.978156867,1.009572787,0.991146272,0.986983142,1.003306603
0.992295513,1.011932024,1.012558399,0.997186408,0.997455035,1.013383606,0.995610184,0.997178975,0.990890633,0.991673735
0.992295513,1.011932024,1.012558399,0.997186408,0.997455035,1.013383606,0.995610184,0.997178975,0.990890633,0.991673735
1.006693351,1.00444063,1.01400216,1.053443987,1.00131956,0.999554526,1.003703688,1.002829005,1.009362094,1.005422715
1.01409581,0.996688926,1.017868637,1.002678387,1.002284615,0.996511484,0.997715673,0.999059697,1.003966955,0.995476692
1.008392146,0.995177383,0.996646513,0.975565692,1.003418776,0.99932955,0.999647755,0.992470382,0.987756164,0.995805583
1.008392146,0.995177383,0.996646513,0.975565692,1.003418776,0.99932955,0.999647755,0.992470382,0.987756164,0.995805583
0.996359007,0.99884306,0.98052511,1.165337882,0.991089036,0.983899936,0.993657562,1.008060966,0.992111945,0.997893747
1.016444519,1.004671213,1.003379636,0.960262626,0.996650829,0.996212104,0.993794286,0.999529569,0.998069146,1.005804021
0.975860523,0.999206204,0.996191332,1.011011146,1.002476277,1.009353619,0.981980404,0.983999927,1.001934589,0.97604466
1.009123895,1.007729951,0.994676282,1.030867777,0.99877363,0.996301014,0.997122305,0.997180185,0.998817987,1.008026977
0.984500404,1.006047417,1.007508677,1.004166668,1.001052693,0.992723627,0.997835517,0.999528682,0.998084097,1.003362106
0.984500404,1.006047417,1.007508677,1.004166668,1.001052693,0.992723627,0.997835517,0.999528682,0.998084097,1.003362106
0.986880027,0.993205297,0.985584659,0.982136598,0.99079764,0.991473501,0.987707876,0.984441407,0.989159877,0.988889193
0.986880027,0.993205297,0.985584659,0.982136598,0.99079764,0.991473501,0.987707876,0.984441407,0.989159877,0.988889193
0.989630194,0.99319583,0.997540444,1.055997106,0.995754082,1.003017137,0.988103995,0.982279899,0.98955491,1.004280274
0.989630194,0.99319583,0.997540444,1.055997106,0.995754082,1.003017137,0.988103995,0.982279899,0.98955491,1.004280274
0.985760638,0.991429567,1.007842617,1.001220628,0.996357817,1.006543562,1.127801398,0.986835597,0.996711985,0.997513509
0.985760638,0.991429567,1.007842617,1.001220628,0.996357817,1.006543562,1.127801398,0.986835597,0.996711985,0.997513509
1.005450735,1.0114915,1.012310004,1.001964059,0.999643266,1.006649967,0.960748901,1.021738896,1.029224783,1.004451071
0.989970256,0.997092168,0.996606423,1.030552969,0.990010964,1.008610834,0.985811935,1.011605555,0.988248458,0.987592893
1.001643126,1.013917711,1.021436897,0.970615247,1.015585312,0.997129766,1.023755901,1.003824256,1.016727368,1.027279491
1.001643126,1.013917711,1.021436897,0.970615247,1.015585312,0.997129766,1.023755901,1.003824256,1.016727368,1.027279491
0.990978515,1.001355118,0.998055368,0.950939264,0.998846987,0.997638039,0.984586724,1.003332722,1.008506016,0.999825087
0.990978515,1.001355118,0.998055368,0.950939264,0.998846987,0.997638039,0.984586724,1.003332722,1.008506016,0.999825087
1.01517273,1.013256997,1.017738308,1.01790796,1.01269957,1.011097122,1.01943914,1.002847922,0.998890151,1.008212511
0.995108311,1.013156233,1.001790119,1.002164143,0.992721347,0.998024395,1.003543755,1.020823372,1.012276586,1.009358911
1.012561622,0.997076567,0.990767357,1.05475446,0.991607695,1.003152617,1.001008871,1.00556358,1.00543265,1.000171579
0.995993274,1.000841173,0.984396238,0.971832815,1.00664571,0.990092119,0.99882505,1.010091407,0.998543292,0.998969156
1,0.992006415,0.988168286,1.008734778,1.003213944,0.992841363,1.000672171,1.010445346,1.007185467,0.996731905
1,0.992006415,0.988168286,1.008734778,1.003213944,0.992841363,1.000672171,1.010445346,1.007185467,0.996731905
